title,rating,num_votes,year
Gabriel Over the White House,6.4,1041,1933
Body High,6.7,329,2015
Lurid Tales: The Castle Queen,4.1,73,1998
Sinners' Holiday,6.4,381,1930
Starry Night,4.2,295,1999
'R Xmas,5.8,1176,2001
Murder at the Vanities,6.7,523,1934
Distant Cousins,5.6,231,1993
96 Souls,6.5,704,2016
Behaving Badly,5.8,56,2009
Holiday Inn: The New Irving Berlin Musical - Live,7.1,115,2017
Wichita,8.3,112,2014
The Restless Years,6.5,151,1958
Street Knight,5.3,597,1993
Marquis de Sade,3.5,477,1996
Bad Girls Go to Hell,5.1,562,1965
A Reason to Believe,5.8,274,1995
Dangerous Intentions,6.1,293,1995
Groom Lake,2.4,601,2002
Dragons of Camelot,2.4,263,2014
Gypsy Angels,4.0,40,1980
From Mexico with Love,5.3,497,2009
The R.M.,6.0,706,2003
Honolulu,6.7,475,1939
The House on Telegraph Hill,7.0,2292,1951
Where Does It Hurt?,5.6,354,1972
Tribute to a Bad Man,6.7,1157,1956
Exit Speed,5.3,1976,2008
The Helen Morgan Story,6.4,619,1957
Lesbian Cops,2.3,119,2011
Dangerous When Wet,6.3,739,1953
Decampitated,4.9,663,1998
Exquisite Tenderness,4.9,606,1995
Swamp Ape,3.6,151,2017
Felt,4.7,792,2014
Something for Everyone,7.2,717,1970
Dark Command,6.9,2063,1940
The Secret of Convict Lake,6.9,637,1951
White Rush,4.7,286,2003
Doctors' Wives,4.3,201,1971
Before the Dark,4.9,31,2017
The Ramrodder,4.8,118,1969
These Glamour Girls,6.3,333,1939
Lying,5.2,381,2006
Singularity Principle,5.5,101,2013
Flock of Four,6.9,59,2017
Quick,5.6,348,1993
Right Cross,6.0,332,1950
A Killing Affair,5.7,213,1986
A Yank in the R.A.F.,6.5,1072,1941
Silk 2,5.3,88,1989
Promakhos,5.3,180,2014
Sweet Revenge,6.1,217,1976
Man in the Saddle,6.4,883,1951
40 Guns to Apache Pass,5.9,710,1967
Havana Darkness,7.6,57,2017
The Scarlet Letter,6.3,18,2015
Show Yourself,5.9,97,2016
Virginia Minnesota,8.4,21,2017
A Night of Horror Volume 1,4.2,333,2015
Cigarette Soup,3.0,119,2017
Resurrection County,4.7,530,2008
"Home, Sweet Homicide",7.2,184,1946
Susan and God,5.8,942,1940
The Conrad Boys,6.1,837,2006
Four Letter Words,5.6,70,2000
Andy Hardy Meets Debutante,6.8,671,1940
The Eagle,7.3,1509,1925
Straight Into Darkness,5.1,1224,2004
The Cold Lands,6.1,441,2013
The Big Brass Ring,5.4,651,1999
Hate Crime,6.2,1254,2005
Brother to Brother,7.0,1016,2004
Jackhammer,4.6,105,2013
Green Hell,6.0,258,1940
Wild Is the Wind,7.0,805,1957
40 Nights,3.5,157,2016
Love in the Time of Money,5.3,596,2002
Bleeding Hearts,3.6,117,2015
The Naked Detective,5.0,146,1996
The Mad Monster,3.2,1355,1942
Far Out Man,5.1,936,1990
The Florentine,5.7,555,1999
"My Lover, My Son",5.1,229,1970
Chestnut: Hero of Central Park,5.7,926,2004
Kill 'em All,4.4,1286,2012
Stadium Anthems,8.6,37,2018
24 Exposures,4.2,484,2013
The Helpers,4.3,1755,2012
The Great Caruso,6.7,1081,1951
Frankenstein's Daughter,3.9,739,1958
Casanova's Big Night,6.9,844,1954
The White Orchid,4.6,120,1954
Marmalade,6.1,40,2004
The Perfect Wedding,6.3,619,2012
"Boy, Did I Get a Wrong Number!",5.6,881,1966
Duel of Legends,5.9,36,2018
The Lost & Found Family,6.2,268,2009
Halls of Anger,5.9,278,1970
Area 51 Confidential,4.6,356,2011
Journey's End,7.0,184,1930
Necro-Mancing Dennis,4.3,13,2018
Dance of the Dwarfs,3.8,211,1983
Our Song,7.0,727,2000
Restored Me,7.2,28,2016
Let the Devil Wear Black,5.1,550,1999
Shriek of the Mutilated,3.3,654,1974
The Surfer King,3.9,347,2006
The Black Gestapo,4.2,892,1975
Single-Handed,7.0,461,1953
No Greater Glory,7.1,298,1934
Little Nellie Kelly,6.6,443,1940
Watchers Reborn,3.2,560,1998
Waiting for the Miracle to Come,5.6,9,2017
Fly on the Wall,3.3,62,2018
Vegas Vampires,2.2,273,2007
Showdown,6.3,299,1963
Nothing But a Man,8.1,1067,1964
Nine Hours to Rama,6.7,349,1963
Valley of the Sasquatch,3.7,389,2015
Black Circle Boys,5.0,836,1997
The Adventures of Mark Twain,7.2,895,1944
Where Are My Children?,6.4,497,1916
Sex Madness,2.5,602,1938
Two People,6.4,145,1973
From Nowhere,7.1,140,2016
Private Number,4.7,917,2014
The Story of Vernon and Irene Castle,7.0,2057,1939
This Is Elvis,7.5,1005,1981
A Lovely Way to Die,5.2,325,1968
Stunts,5.4,325,1977
Star Time,6.2,120,1992
Circuit,5.2,1021,2001
Shoot-Out at Medicine Bend,6.4,440,1957
Ten Cents a Dance,6.6,555,1931
Love for Sale,5.7,284,2008
"Finders Keepers, Lovers Weepers!",5.5,430,1968
Driving Force,4.8,97,1989
Reichsführer-SS,4.6,90,2015
Frenchie,6.4,273,1950
The Third Nail,5.0,255,2007
Our Very Own,6.7,436,1950
Shoot the Sun Down,4.8,118,1978
Alien Armageddon,2.1,1082,2011
A Blueprint for Murder,6.8,1010,1953
The Last Challenge,6.1,796,1967
Ripple Effect,5.0,644,2007
Four Assassins,3.6,598,2013
Night Crawlers,3.8,154,2009
The Losers,5.4,29,1968
King of the Khyber Rifles,6.4,601,1953
Devil's Den,5.0,1044,2006
Apostle Peter and the Last Supper,6.9,573,2012
My Art,4.3,83,2016
Land Raiders,5.3,276,1970
Dragon Day,4.0,897,2013
Plughead Rewired: Circuitry Man II,3.4,354,1994
The Journey: Absolution,2.7,240,1997
59 Seconds,7.1,573,2016
A Bold Affair,4.4,208,1998
Benji: Off the Leash!,4.7,493,2004
Can't Be Heaven,6.1,360,1999
The Black Watch,6.1,232,1929
Surrender,4.6,97,2000
Blonde Heaven,3.6,201,1995
Golden Needles,5.2,241,1974
"Empathy, Inc.",7.5,15,2018
Misty,6.2,54,1976
Bad Karma,4.5,898,2012
Shredder,4.6,1436,2001
Locker 13,4.7,290,2014
The Cremators,2.2,239,1972
"Hello, My Name Is Frank",6.2,185,2014
The Bride Wore Red,5.9,751,1937
Casa de los babys,6.5,1972,2003
Retrograde,3.2,1401,2004
Sunrise at Campobello,7.1,965,1960
Frogtown II,2.9,260,1992
Golden Boy,6.9,1571,1939
"Valdez, il mezzosangue",6.1,1484,1973
Nocturne,6.6,881,1946
Tarzan and the Valley of Gold,6.2,401,1966
Mask of Death,4.3,290,1996
The Stars Fell on Henrietta,6.6,664,1995
Gunfighter's Moon,6.6,502,1995
Killer Force,5.5,403,1976
Dementia,6.8,1499,1955
It's Only Money,6.5,740,1962
Break-Up Nightmare,4.9,363,2016
Totally Confused,5.7,163,1998
Sasquatch Mountain,3.9,759,2006
Shiloh 2: Shiloh Season,6.2,698,1999
Battle Circus,5.9,1091,1953
The Yum Yum Girls,5.4,80,1976
Necromancer,4.5,303,1988
Tomb Raider Ascension,4.8,150,2007
Seder-Masochism,7.4,43,2018
Family Plan,5.0,904,1997
666: The Child,2.8,769,2006
Son of Dracula,4.7,287,1974
Emeryville,5.3,2606,2016
Jokes My Folks Never Told Me,4.7,107,1978
Boonville Redemption,7.0,21,2016
The Halliday Brand,6.4,326,1957
Shalimar,6.3,446,1978
Clinger,4.8,392,2015
Teddy Bears' Picnic,3.3,371,2002
Timemaster,3.8,339,1995
Dr. Otto and the Riddle of the Gloom Beam,6.1,432,1985
Eastsiders: The Movie,6.7,71,2014
The Singles 2nd Ward,5.3,194,2007
The Wicked One,3.5,190,2017
Animal Behavior,3.6,160,1989
A Warm Wind,5.8,117,2011
Nobody's Perfect,5.7,527,1990
Skippy,6.3,562,1931
Letter of Introduction,6.3,268,1938
Randy's Canvas,6.0,27,2018
The Hot Touch,5.0,69,1981
The Third Miracle,6.6,3006,1999
Ambush,6.5,456,1950
Eden,5.9,315,1996
Sociopathia,3.9,574,2015
Crash Dive,6.4,1211,1943
The Gift of Love,6.5,343,1958
Unknown Caller,4.2,661,2014
The Great Flamarion,6.6,855,1945
It Kills,2.8,83,2017
More Scenes from a Gay Marriage,5.5,532,2014
The Sleeping Car,4.6,457,1990
Fits and Starts,5.7,189,2017
Private Passions,4.7,31,1985
Winds of the Wasteland,6.1,722,1936
That Funny Feeling,6.8,716,1965
Tiger Heart,4.3,326,1996
Lonesome Cowboys,5.6,428,1968
Kiss of Death,6.0,70,1997
Cyber-C.H.I.C.,2.3,178,1990
Dark Summer,4.8,487,2000
Santa's Summer House,3.2,210,2012
Boiling Pot,4.6,188,2015
Stop,6.1,12,1970
The Culpepper Cattle Co.,7.0,1282,1972
Graduation,6.6,1592,2007
Rich Kids,6.4,457,1979
Yellowstone Kelly,6.6,813,1959
Queen of Blood,5.2,1304,1966
Murders in the Rue Morgue,6.4,3175,1932
Where the Rivers Flow North,6.8,442,1993
Cry for Happy,6.2,186,1961
Red Sundown,6.5,402,1956
Ring of Fire,6.3,397,1961
The Event,6.3,959,2003
House at the End of the Drive,6.6,328,2014
Life in Flight,5.4,345,2008
Two Girls and a Sailor,6.7,636,1944
A Wife Alone,4.5,64,2012
Bb,5.2,36,2016
Nicole,4.4,99,1976
Gentlemen Marry Brunettes,5.2,440,1955
Take Out,7.0,433,2004
Whore 2,4.5,205,1994
Girls Like Magic,7.3,14,2017
Sunday Morning Rapture,7.6,21,2017
The Pod,4.0,59,2017
Three Days to Vegas,4.7,257,2007
No Regrets,5.7,137,2004
The Independent,6.0,1072,2000
Ciao Manhattan,5.9,927,1972
By God's Grace,5.8,131,2014
You Gotta Stay Happy,6.8,594,1948
The Man Who Shook the Hand of Vicente Fernandez,6.1,262,2012
A Different Loyalty,5.1,1302,2004
I Passed for White,6.3,90,1960
A Step Toward Tomorrow,6.9,200,1996
Just One Time,6.3,666,1999
Zelly and Me,6.1,343,1988
City Streets,7.2,1089,1931
Dose of Reality,4.7,335,2013
Eddie Presley,5.3,265,1992
Judgment in Berlin,5.8,617,1988
The Sisters,7.1,1544,1938
Lakeboat,6.2,579,2000
Dangerous Mission,5.7,507,1954
Slipaway,7.0,133,2017
Jack's Law,4.0,130,2006
Stand-ins,4.8,101,1997
Zombie Killers: Elephant's Graveyard,2.8,377,2015
Battle Force,3.3,906,2012
Epicenter,3.2,1154,2000
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,6.2,429,1973
A Lady Takes a Chance,6.6,885,1943
Dracula in a Women's Prison,4.1,14,2017
Her Dark Past,5.4,153,2016
Westward the Women,7.6,2355,1951
And Then There Was Eve,9.0,36,2017
Sader Ridge,2.9,964,2013
Number One,5.5,318,1969
The Orphan Killer,3.9,1518,2011
Street Scene,7.7,1264,1931
Moulin Rouge,6.7,91,1934
The Reconstruction of William Zero,5.4,1063,2014
Toxin: 700 Days Left on Earth,6.9,11,2015
The Girl from Jones Beach,6.0,403,1949
Eleven Eleven,9.1,16,2018
The Private War of Major Benson,6.7,672,1955
Hotel California,5.9,272,2008
Aloha Summer,5.8,210,1988
The Best and the Brightest,5.0,1334,2010
Elements of Matter,4.1,50,2018
Piñero,6.4,1255,2001
Marlowe,2.8,398,2008
Heritage Falls,6.0,172,2016
Loving the Bad Man,4.4,315,2010
Tripwire,5.3,194,1989
Mamitas,7.1,409,2011
Project Aether,6.8,71,2011
Cellblock Sisters: Banished Behind Bars,2.8,343,1995
No Way to Live,5.5,154,2016
House of Cards,5.9,408,1968
The Black Knight,5.2,643,1954
The Monster and the Girl,6.2,411,1941
The Pompatus of Love,5.3,539,1995
Jimmy the Gent,7.1,1376,1934
Nobody Walks in L.A.,5.9,347,2016
The Binding,3.7,419,2016
Erotica,4.5,68,1961
Friends and Romans,7.9,85,2014
Here Come the Co-eds,7.1,1119,1945
A Grim Becoming,7.0,431,2014
Hard Promises,5.8,474,1991
With Friends Like These...,5.8,499,1998
The Legend of Lucy Keyes,4.8,1367,2005
No Alternative,8.4,7,2018
Checkmate,4.6,25,1973
Local Boys,6.8,821,2002
Zombies of the Stratosphere,5.7,315,1952
Finding Hope Now,5.4,114,2014
Collapse,4.9,269,2011
Big Bad Bugs,2.3,245,2012
Una Vida: A Fable of Music and the Mind,6.9,280,2014
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",7.3,2426,1980
Shelter Island,4.0,741,2003
McCinsey's Island,3.2,526,1998
Blaze Starr Goes Nudist,2.9,288,1962
Axe to Grind,3.6,161,2015
Longshot,6.3,76,1981
Midnight Massacre,7.7,9,2018
The Milky Way,6.7,1379,1936
The Price of Fear,6.3,195,1956
The Devil's Gift,2.4,374,1984
The Killing Floor,5.6,2920,2007
The Attic,5.7,549,1980
Night of the Pumpkin,4.2,87,2010
Wild Cactus,5.0,247,1993
Rafferty and the Gold Dust Twins,6.2,349,1975
Red Ball Express,6.3,443,1952
Forget About It,4.7,564,2006
Outlaw Trail: The Treasure of Butch Cassidy,6.1,502,2006
Just Like the Son,7.5,1096,2006
Babes in Toyland,4.7,439,1997
No Man Is an Island,7.0,374,1962
Necromentia,4.6,1578,2009
High School Confidential!,6.3,750,1958
The Deal,5.0,1752,2005
Dogman,3.5,224,2012
Inescapable,4.2,315,2003
Into the Woods,2.5,163,2012
La Bamba 2: Hell Is a Drag,6.4,23,2013
Fever Pitch,4.2,228,1985
Sharkskin,7.7,14,2015
Arctic Blue,5.2,848,1993
Z.P.G.,6.4,1044,1972
Figures in a Landscape,6.6,1026,1970
"Emmanuelle, Queen of the Galaxy",5.6,400,1994
Cafe Con Leche,8.2,5,2018
3-Day Weekend,4.8,794,2008
Girls Nite Out,4.4,951,1982
Corporate Fantasy,5.0,161,1999
The First Time,5.0,329,1969
The Nickel Ride,6.7,435,1974
Johnny Angel,6.4,745,1945
Prince of Central Park,5.2,508,2000
Savannah Sunrise,6.1,134,2016
Exhumed,5.4,119,2011
Little Hercules in 3-D,2.8,454,2009
Love Letters,7.2,1313,1945
She Wouldn't Say Yes,6.3,362,1945
Cowboys and Angels,6.3,448,2000
Gnawbone,5.1,12,2016
Call Me King,5.7,305,2017
"One Potato, Two Potato",7.2,544,1964
The Miracle of the Bells,6.7,736,1948
The Double McGuffin,6.5,323,1979
The Posthuman Project,3.9,266,2014
Georges Bataille's Story of the Eye,3.5,141,2003
Movers & Shakers,4.3,429,1985
Alison's Choice,6.5,94,2015
That Wonderful Urge,6.7,654,1948
"Third Finger, Left Hand",6.9,712,1940
Cover Me Babe,4.9,64,1970
American Bred,5.7,159,2016
King of the Lost World,2.3,1573,2005
Cobra nero,4.6,513,1987
The Fighting 69th,6.7,1610,1940
Crawlspace,4.8,683,2013
Water & Power,6.2,99,2013
The Tall Stranger,6.4,496,1957
Midnight,5.7,677,1934
Pick a Star,5.6,288,1937
Midnight Stallion,5.1,274,2013
Punching the Clown,7.2,750,2009
Higher and Higher,6.0,510,1943
No Way Home,6.8,1271,1996
Lost in Terra Dimension,7.4,12,2019
The Hideous Sun Demon,3.9,991,1958
Droid Gunner,2.9,541,1995
Almost Paris,7.2,27,2016
House of Horrors,6.3,623,1946
Going Bananas,2.8,356,1987
Three Strangers,7.0,1392,1946
Cotton Mary,5.3,452,1999
The Wild North,6.7,612,1952
They Got Me Covered,6.8,505,1943
A Horse Tail,5.5,136,2015
Fake-Out,4.8,153,1982
Pali Road,7.3,4682,2015
The Big Shot,5.3,10,2017
My Friend Flicka,6.6,763,1943
Captive Wild Woman,5.7,619,1943
There's No Fish Food in Heaven,4.6,247,1998
Athena,5.9,337,1954
The Clairvoyant,5.7,369,1982
Megan's Christmas Miracle,3.4,7,2018
Don't Give Up the Ship,6.6,595,1959
The Night Visitor 2: Heather's Story,5.4,42,2016
Meet the Parents,6.6,143,1992
Red Stallion,5.9,63,1947
Night Visitor,4.5,417,1989
Killer Image,4.8,198,1992
Grease,4.2,6,1971
Belles on Their Toes,6.7,764,1952
The Man from Utah,5.2,831,1934
Legacy of Satan,3.8,151,1974
A Small Town in Texas,5.7,235,1976
Go Tell It on the Mountain,7.4,68,1984
Man of the Forest,5.7,128,1933
The War Between Men and Women,6.2,490,1972
Northern Borders,6.3,180,2013
Ride Clear of Diablo,7.0,789,1954
El padrino,4.9,637,2004
Age of the Dragons,3.4,4122,2011
Mom and Dad,5.2,114,1945
Desperate Cowboys,4.2,56,2018
Last Sunset,4.6,226,2006
House of Dust,3.8,552,2013
Beverly Hills Brats,3.8,244,1989
Killer Assistant,5.1,243,2016
Big Game,4.3,267,2008
Boost,4.7,579,2016
Deadtime Stories 2,3.9,460,2011
Psychos,2.9,194,2017
Ride Beyond Vengeance,6.3,443,1966
Studs Lonigan,5.4,233,1960
Death Screams,4.3,455,1982
Invisible Stripes,6.8,1194,1939
Come Back Charleston Blue,6.6,207,1972
Romance in the Digital Age,7.3,59,2017
The Undercover Man,6.8,643,1949
Beyond Glory,7.8,50,2015
Little Treasure,5.2,225,1985
Best of the Badmen,6.1,468,1951
Big Bad Love,6.2,603,2001
Scorpion Spring,4.5,263,1995
The Sender,3.9,669,1998
The Jesus Trip,6.2,52,1971
The Hooker with a Heart of Gold,7.2,234,2010
The Boarder,5.6,170,2012
Class of '44,5.4,372,1973
Go for Broke,8.3,22,2018
Gideon,6.8,1079,1998
Long Lost,8.6,32,2018
Malevolent,5.3,492,2002
Die Laughing,5.0,234,1980
Slave Girl,5.4,76,1947
The Penalty,7.5,1797,1920
The Ape,4.6,1415,1940
Beyond the City Limits,4.2,592,2001
Claws,4.1,222,1977
The Supernaturals,4.3,547,1986
Battling Butler,7.1,2288,1926
Bernardine,5.8,197,1957
Destination: Outer Space,5.2,54,2010
A Rage to Live,6.2,347,1965
Sacred Vow,6.2,67,2016
Harlem Aria,6.2,197,1999
The Unholy Three,7.3,1493,1925
The Good Fairy,7.7,1051,1935
Ten Thousand Bedrooms,5.7,410,1957
Suture,6.6,1555,1993
The Wild Country,6.2,166,1970
O Jerusalem,6.2,800,2006
Lake of Shadows,7.3,14,2018
Little Miss Broadway,6.6,678,1938
Ninja the Protector,3.8,395,1986
I'd Rather Be Rich,7.0,350,1964
Castle in the Desert,7.6,1088,1942
Allyson Is Watching,4.9,293,1997
The Spirit of '76,6.0,634,1990
Western Religion,4.0,186,2015
That Brennan Girl,6.7,155,1946
Miss Grant Takes Richmond,6.7,564,1949
Fat,7.6,73,2013
Montana,6.2,950,1950
Deadline Auto Theft,5.5,132,1983
Hell Mountain,5.2,74,2016
Party Games for Adults Only,6.2,16,1984
Our Dancing Daughters,7.3,1329,1928
House of Last Things,5.8,3700,2013
Happy New Year,5.9,480,1987
Scary Movie,4.9,428,1991
Ella Cinders,7.8,830,1926
The American Success Company,5.7,269,1980
Everything Put Together,6.5,631,2000
Perfect Opposites,5.6,1288,2004
Pie in the Sky,5.8,779,1995
Trail of the Screaming Forehead,6.0,665,2007
Moment to Moment,6.4,191,1966
War-Gods of the Deep,5.4,1624,1965
Bitter Harvest,4.6,609,1993
Madea's Neighbors from Hell,4.3,523,2014
Hot Rods to Hell,5.3,829,1967
Better Criminal,6.2,505,2016
La perla,7.5,729,1947
Fist of the Dragon,5.2,54,2014
I Will... I Will... For Now,4.7,180,1976
Visceral Matter,5.6,105,1997
Eggshells,5.4,237,1969
Rise of the Fellowship,4.4,630,2013
Speed-Dating,2.5,347,2010
The Cabin in the Cotton,7.1,1281,1932
Trapped,6.1,488,1982
Valet Girls,4.1,281,1987
Follow Me Quietly,6.5,1308,1949
One-Trick Pony,5.9,533,1980
Breaking Upwards,6.2,1276,2009
Patient Zero,4.3,709,2012
Dance Baby Dance,7.6,91,2018
"Good-bye, My Lady",7.3,608,1956
The Intruders,3.9,42,2017
Kid West,7.2,37,2017
The House That Cried Murder,5.5,197,1973
The Invited,4.2,235,2010
Falling from Grace,5.7,470,1992
The Way of War,3.3,2421,2009
I'll Take Sweden,5.3,673,1965
August,6.0,690,1996
Greystone Park,3.3,1517,2012
Five Aces,5.2,546,1999
Girlfriend Experience,4.8,245,2008
Racket Girls,1.6,762,1951
Roman,5.6,1240,2006
16 and Missing,4.9,286,2015
The Killer Inside Me,6.1,331,1976
Way of a Gaucho,6.7,459,1952
Malevolence,4.5,86,2004
The Last Word,4.9,325,1995
Night Life,5.7,534,1989
Another Dawn,6.1,472,1937
Muhammad: The Last Prophet,7.7,1064,2002
Sweethearts on Parade,8.1,26,1930
The Beat Generation,5.6,254,1959
Atom Man vs. Superman,7.1,552,1950
The Adventures of Ociee Nash,5.6,249,2003
Reach the Rock,6.8,781,1998
Three on a Couch,6.1,822,1966
In Love and War,6.1,310,1958
Upstate Story,9.2,47,2018
The Hard Ride,5.4,200,1971
Boardwalk,6.9,84,1979
Jack and the Beanstalk,7.3,739,1974
The Last of the Mobile Hot Shots,5.4,249,1970
Bells of Innocence,3.5,729,2003
Beauty and the Least: The Misadventures of Ben Banks,4.1,366,2012
Call of the Wolf,5.5,1066,2017
Borderland,1.8,41,2017
Project: Metalbeast,4.8,625,1995
That Certain Feeling,6.7,254,1956
Leadbelly,7.1,430,1976
Interpol,6.1,250,1957
The Umbrella Man,7.2,33,2016
"Run, Angel, Run!",5.2,200,1969
Sombrero,5.3,214,1953
The Letter,6.8,512,1929
Some of My Best Friends Are,6.1,123,1971
Around the Fire,5.6,617,1998
Bullwhip,5.1,242,1958
The Right Temptation,5.4,1014,2000
Amreeka,7.1,3278,2009
Removal,4.8,864,2010
The Blacklist,6.5,6,1916
Mississippi,6.8,386,1935
Hurricane,4.5,473,1979
Lucky Break,6.2,2043,2001
Sunstorm,3.8,185,2001
Jewel Robbery,7.4,1459,1932
Horror,3.4,942,2003
75,8.0,19,2017
Inkubus,4.0,1019,2011
Who Made the Potatoe Salad?,4.6,286,2006
Hair Show,5.1,5618,2004
Elephant Walk,6.4,1889,1954
Barbie and the Secret Door,5.9,802,2014
Le spie vengono dal semifreddo,4.0,936,1966
Deep Jaws,5.1,134,1976
Gunfighters,6.3,481,1947
Breaking Dawn,5.7,1484,2004
The Testaments: Of One Fold and One Shepherd,7.9,623,2000
Magic Man,2.2,888,2010
Nessie & Me,3.5,106,2017
Deep in the Heart,5.7,196,2012
The L.A. Riot Spectacular,5.0,455,2005
Branded,6.7,677,1950
Backwoods,4.3,248,1987
The All-American Boy,5.2,122,1973
Saigon,6.6,195,1948
King Frat,4.5,487,1979
Joe's War,4.2,147,2017
Small Town Girl,6.7,678,1936
The Speed of Thought,4.8,1470,2011
Hollywood Story,6.7,247,1951
Maniac Nurses,2.5,964,1990
"Mandrake, the Magician",6.8,149,1939
Rainbow Brite and the Star Stealer,6.9,959,1985
Black Ice,4.7,227,1992
Grayeagle,5.6,466,1977
Backfire!,2.6,231,1995
Footsteps in the Dark,6.9,832,1941
Breakfast in Bed,3.9,81,1990
Law and Order,7.0,215,1932
All the Young Men,6.2,409,1960
Angel Unchained,5.0,268,1970
The Defense Rests,6.9,70,1934
Chrome Angels,3.6,313,2009
Born to Ride,5.2,480,1991
The Winning of Barbara Worth,7.5,582,1926
Never Let Me Go,6.2,590,1953
Spooks,6.6,11,2011
Chicago,7.3,317,1927
The Librarians,5.2,351,2003
The Atomic Submarine,5.2,1127,1959
Heatstroke,2.9,677,2008
How to Seduce Difficult Women,4.5,255,2009
Modus Operandi,5.0,192,2009
The Undershepherd,6.2,255,2012
The Glove,5.4,280,1979
Eat with Me,6.5,1094,2014
Sunset Murder Case,5.0,96,1938
A Christmas Eve Miracle,3.4,197,2015
Cass Timberlane,6.4,788,1947
Dangerous Money,7.1,904,1946
Young Rebels,5.4,140,1989
Rock 'n' Roll Hotel,8.2,19,1983
Crawl or Die,4.3,1466,2014
"Un autre homme, une autre chance",6.3,384,1977
Gumby 1,6.4,671,1995
Method,4.5,850,2004
Coffee House Chronicles: The Movie,5.4,37,2016
Scorchy,4.6,198,1976
Definitely Divorcing,5.1,55,2016
Promise at Dawn,7.1,110,1970
Boned,3.7,99,2015
Don't Go Near the Water,6.3,511,1957
Vampire Vixens from Venus,3.3,160,1995
The Hitchhiker,3.3,913,2007
Great Day in the Morning,6.5,599,1956
The Wisher,4.3,1504,2002
Thieves of Fortune,4.9,112,1990
Speak Easily,6.0,760,1932
Monstrosity,2.7,2140,1963
Sanctuary,6.3,229,1961
Southern Belles,5.8,845,2005
How to Go Out on a Date in Queens,4.5,362,2006
Reckless,6.6,913,1935
Steelmanville Road,3.8,241,2017
In the Middle of the River,8.1,43,2018
Raised by Wolves,3.9,281,2014
Tomcat: Dangerous Desires,3.7,229,1993
In a Shallow Grave,6.2,206,1988
Relentless Justice,5.3,381,2015
'Til We Meet Again,6.9,492,1940
Nancy Drew... Reporter,6.7,903,1939
The Magic of Lassie,5.7,411,1978
The Devil's in the Details,3.8,763,2013
Hometown Legend,5.7,683,2002
In Old Arizona,5.7,773,1928
Natasha Kizmet: The Movie,4.8,97,2009
Aunt Bam's Place,2.7,270,2012
Flight Command,6.4,543,1940
Ghost Ship,4.4,54,1992
The Gatling Gun,5.1,263,1971
Treasure Hunters,3.5,20,2017
The Other Side of the Mountain: Part II,5.9,279,1978
And You Thought Your Parents Were Weird,4.6,430,1991
Follow the Boys,6.1,344,1944
Fever,6.1,594,1999
The Mad Room,5.7,259,1969
Race to Space,5.5,830,2001
God's Club,3.8,223,2015
The Perfect Summer,5.5,289,2013
"Good Morning, Miss Dove",7.1,732,1955
The Debut,6.6,605,2000
Leave No Trace,4.2,29,2004
Bizarre,4.5,855,2015
Before the Rains,6.6,1908,2007
Crazy Joe,6.2,358,1974
The Cyclops,4.4,743,1957
Scourge,4.3,955,2008
Nobody Runs Forever,6.0,439,1968
Tales of the KamaSutra 2: Monsoon,3.7,272,1999
Diary of a Badman,8.8,12,2016
